ORIGIN_AIRPORT,DESTINATION_AIRPORT
11298,10728
10785,11433
10693,10423
11259,12278
14122,12889
14576,13232
14100,14027
15024,14843
15919,12953
10693,13487
10980,11298
11977,11433
15370,13487
15919,11193
13204,12892
14307,11697
11278,14869
12191,14679
12191,15016
14100,15016
13204,12889
10299,13970
10140,14747
13930,15295
10849,14057
14843,12266
13485,11292
11697,12451
13244,11292
12819,14828
13495,10721
14674,11298
10868,12266
14771,12982
11298,14193
10821,11618
10257,11433
12191,10821
13930,11109
12451,13930
15016,14057
12992,11292
11146,12266
10397,11612
12339,14635
14843,10821
11603,12892
14543,11292
13296,13930
13244,11193
11298,15401
14869,11278
10785,13930
10792,12889
10821,12451
13342,13204
11278,12339
14492,13204
12478,10423
14027,13930
12478,14679
13930,10685
14685,11433
13930,13367
10431,11618
11433,11423
14908,11618
10926,15991
14869,13891
14869,10423
14576,13487
10868,12953
11003,10397
10821,13851
10994,13232
13198,12191
10423,13796
13851,14107
13204,10599
15304,14492
14492,15304
14576,11057
10721,14679
11298,11905
14869,14457
11865,14869
14869,10918
13342,14747
11122,11292
14027,12266
11066,11292
13198,11618
12264,13495
12402,13830
10140,13232
13232,15370
11884,10713
11278,12892
11298,14262
13342,14107
14107,10299
10721,14831
14107,10561
14689,14747
13486,11292
15356,15497
12339,14492
10257,13232
10423,10693
13851,15016
13495,10821
11259,14492
11278,14057
14869,11057
14869,13204
14869,11193
10577,11433
10434,13930
11618,14730
11638,14771
12898,13204
10529,14027
14635,11193
13931,13232
11259,11433
12191,13198
13830,11298
11298,14570
10721,14057
10170,10299
11630,14747
12892,12982
14869,10721
14122,11292
11577,13930
12892,12402
11537,13930
12264,14492
10821,11996
12339,13198
12889,10792
11259,14679
11259,14869
15304,11259
15370,15016
14107,11066
11618,14747
14027,12197
12217,13930
14869,10693
11618,13485
14986,12953
13851,12892
10868,13930
14709,10754
13487,14524
11995,11433
12264,12889
11278,14771
12264,13232
11292,10529
11292,14730
12264,13303
13204,14107
12892,12758
11292,11413
13495,12953
14711,13930
11292,14457
11618,11986
12478,14492
12992,11433
13244,12264
12264,14893
12889,11066
12889,13495
13204,13198
13244,10821
11292,12451
13930,14570
12478,10800
11618,14869
11298,11140
11042,12892
13930,13344
11292,12278
11042,13303
11433,11042
13851,11433
15356,13487
10561,14771
10529,11292
10821,14747
11433,14122
10721,14869
15304,11042
12892,11638
11648,14869
11612,10397
13487,12003
15370,11433
11278,10529
14307,11618
12264,14057
10713,11884
11259,13796
12173,11298
13204,14679
10721,12954
13487,10299
13487,13204
13851,14869
11423,14869
13487,14831
12266,14831
13487,11618
15370,14869
11109,14869
11066,10693
13198,13204
11259,13871
11278,10423
14683,13232
10529,11298
10158,14635
13871,14869
13487,12278
13342,12266
13204,14771
12889,14122
10693,14107
13204,14492
11292,10874
11298,11503
14492,14747
11267,11433
13487,13486
13487,14908
11775,11292
10693,12892
10693,15016
11292,11267
15304,10257
14492,14107
14730,12889
14492,14100
11995,11057
11057,14321
14100,14747
13931,12266
12892,11109
10397,14908
12255,11292
13204,14869
13495,14771
11259,10994
11267,10821
15304,14107
14492,12191
11278,12478
14100,14679
11057,13931
10165,10299
14843,11278
11638,14679
13495,12478
12266,10713
15919,11618
12451,11618
13342,13198
11996,13232
14100,14635
14100,14843
14057,13891
12264,14107
14122,12266
12339,14100
10423,10721
14771,12758
10599,10821
11884,13796
14576,10821
11057,14747
14635,11278
12191,10721
12898,13930
11066,13303
14492,11618
12266,14893
12278,13232
10140,14679
14679,11259
11057,14057
12478,12264
10918,14869
10158,13204
12478,11292
14685,12266
14828,12523
13930,11697
11423,11433
11298,13244
15304,14747
13930,13459
13485,14869
11986,12266
11146,13930
13891,14869
15356,10397
15401,11298
10721,15016
10821,12892
10994,12191
11057,14893
14100,12451
15016,14869
12266,14057
12478,12954
11618,14683
13198,14771
13204,12339
11259,14893
15376,14679
14679,13198
11057,14679
15991,12523
14683,14747
12478,14683
11298,11067
11298,11637
11298,10627
12451,11697
13232,14831
11481,10693
11697,10693
11697,14747
13303,11066
11618,11278
14492,14771
14107,10693
11697,13232
14107,11423
11298,12896
10423,14747
13485,11298
10821,14683
11259,14057
11278,14747
12478,14057
11292,12156
12945,12266
14635,11298
14635,12266
14492,12892
10980,11433
12889,15370
10423,14831
11259,14908
14492,15016
14831,10423
13303,12889
15016,14747
13495,14747
12478,14831
14321,11618
14783,11292
10693,11697
10693,14683
13495,11697
15016,15304
14107,12339
10721,14747
13204,14747
11697,12197
13970,13873
11042,10529
15096,11057
10754,10299
10599,13232
14679,14570
14908,10423
12339,12892
13796,11298
11278,12451
11042,15016
13367,13930
10599,12191
12451,12266
10397,10785
12266,14108
13930,13422
11066,10721
11697,15070
14122,11433
13487,10257
10693,11481
13342,15016
11697,12191
11697,12391
15016,11066
15016,11986
15016,14100
15016,14492
13485,11618
12266,14524
12266,14730
13487,15096
12173,12266
11292,14683
11996,10821
13487,11823
14492,11042
13487,13184
10397,11109
13232,14057
13244,12191
13342,10721
15304,11066
11140,11298
10397,11977
13487,13931
11193,14869
13487,14122
11618,15412
13487,11042
12953,10792
12953,13871
12451,12191
10693,14122
10713,13796
13796,10713
13796,11884
13204,11721
13232,14893
10529,11278
14771,15376
13487,12156
13487,14252
13930,12448
11433,14524
12889,11884
13232,15376
13204,15096
14843,10529
11433,12478
11618,14685
12266,13931
11292,12992
14492,12264
11433,12451
13303,14679
11057,13244
14679,11638
11292,15919
10397,10408
11292,12896
12953,10868
13232,10140
13232,12278
14635,14122
13303,14683
11292,11540
11413,11292
11618,13851
13487,11721
11292,11423
10397,11775
11193,12892
13303,14747
13303,10529
14492,12478
12478,14570
13487,11315
10397,14831
11618,14057
10299,13930
12191,10994
12191,11996
15304,12391
13303,10423
12478,10140
11193,10693
11433,10980
11433,14057
14635,10529
11433,10423
11433,10599
11618,14696
11618,11423
10792,13204
12191,12451
15304,10792
13303,15016
11433,13931
11986,11618
14869,14683
14869,13495
12173,11618
11292,11066
11066,15016
13232,14683
11057,14869
11697,13577
11433,14679
15016,11042
13487,15356
12264,12478
11433,14108
10821,10423
13198,12339
14747,14689
11423,11292
14869,13198
15497,15356
10821,10599
10821,13495
11259,13342
11697,14122
13204,10158
11267,11292
10397,14893
10693,14193
15016,13342
13204,13931
11278,11066
15016,10721
13930,11540
11292,12519
10821,11986
13232,10599
12339,12191
12819,12523
11697,14524
10397,10434
13476,14771
10299,11298
11042,12889
10397,13296
12173,10299
11697,11292
13891,14057
11259,13244
12173,14869
10423,14679
14635,10158
12402,12892
15016,13851
15016,14683
13796,12478
10397,13029
15016,10693
13303,11042
13930,11076
12129,12343
12266,13891
13204,11697
14057,12478
10397,15356
14520,12335
14831,10721
10800,12478
13577,10158
12953,12945
14057,11618
13303,13198
12954,10721
13303,10599
14747,10849
11433,11267
14107,11413
11697,13204
14869,14262
11433,12264
12191,13796
15016,10423
10299,13487
11433,14576
11433,14321
11433,10792
12953,10581
11433,13230
12173,11292
10821,14576
13232,13244
12889,12898
12892,11042
14679,13303
12892,11066
12982,14107
14057,11057
13577,10721
12889,11193
13830,14107
12892,14262
11697,12265
12758,14107
14771,14122
14893,12478
14893,11057
14057,10299
14057,11433
14831,10397
14747,13303
10299,11630
14831,12478
14771,10821
10299,12892
13204,14254
10140,12478
10299,14107
12892,10299
10299,11292
11292,13303
12478,14254
14570,12478
12889,12173
12265,11697
14254,13204
14254,12478
11447,12519
10792,11697
10721,13577
10423,15016
13296,15304
12478,10732
14108,12266
11977,10397
10599,13303
12156,13487
11423,12266
10581,12953
13871,11259
13486,13487
10408,10397
13230,11433
11066,15304
11066,13796
13931,11433
10785,10397
12945,12953
13029,10397
15356,13204
10821,14771
11721,10821
14122,10693
15016,13303
14635,14100
10423,13303
14683,14869
10434,10397
11193,13303
10158,15304
11298,13796
14457,11292
12335,14520
12343,12129
12003,13487
13198,13303
10849,14747
11996,12191
14683,13303
14262,11298
13244,12892
11775,10397
15412,11618
13931,13487
12264,11433
14869,11259
14893,11259
11109,10397
14262,14869
10140,14771
12896,10423
10721,12191
13891,13232
14492,11259
12451,14100
14576,11433
11292,14635
15356,11697
12016,12173
10792,15304
10874,11292
14122,12892
14869,14100
10257,13487
14492,13487
12519,11292
10158,13577
13851,11618
11618,14122
13342,11259
10792,11433
10627,11298
10693,11193
13871,12953
14108,11433
14893,13232
13296,10397
13487,13303
10529,13303
11637,11298
15304,12892
14321,11433
11042,11433
14730,14107
15376,13232
15070,11697
10792,12953
11986,15016
14122,13487
14109,13241
11298,12217
15356,13930
10257,12889
14057,13198
11697,14107
14679,13830
14057,12173
14831,12982
12197,14635
15096,13204
12451,11433
11067,11298
13303,12451
12898,12889
10529,11042
10693,14869
14893,12173
13796,13830
12391,11697
15304,13342
13303,14107
11503,11298
10529,14843
14262,12892
12523,12819
10423,11433
11042,14492
11721,13204
12391,15304
10874,13204
10721,10423
14252,13487
11267,13487
13851,14771
14122,14771
11042,14771
12266,14492
14831,13830
11066,14635
14122,11697
11298,11996
13184,13487
13930,13577
12266,12339
14100,13577
10713,12266
13930,14986
13495,14869
11823,13487
14696,11618
14107,12264
11042,13487
14524,13204
12478,14986
11433,11259
10257,15304
13342,15304
12156,11292
11193,11697
10529,12889
13198,14679
14683,14100
14057,10721
13241,11298
13931,13204
13244,11057
11292,10372
13244,11298
12478,14893
12339,14771
14057,12264
14122,14635
14570,13930
12896,11298
14321,11057
14747,11109
13796,12758
13577,11697
14893,12264
11278,12889
14747,13204
11278,14843
12889,10279
13232,13851
14683,12478
13204,13933
10257,13204
13232,13891
13796,13930
10821,14843
13930,14730
10821,13577
11618,15919
14122,11618
12191,14908
12451,11292
10994,11259
12478,15024
12197,15304
12953,11193
11259,10721
14107,13303
14747,14492
14747,15304
15304,14730
13930,14027
14747,11697
14524,13487
13796,12173
10693,14679
14747,12982
13487,14635
13459,13930
11618,13198
12451,13303
12266,11921
14831,12173
10713,14679
13970,10299
11259,14100
10423,14908
13232,12992
15096,13487
13930,10849
12478,11433
13487,14683
11618,12173
13930,12173
12889,14492
11697,13933
15304,10158
10372,12892
12217,11298
13204,15356
13303,11193
14908,13232
15304,13198
15370,13232
13204,10732
14100,10423
12206,10423
11193,15304
11193,14771
14747,13871
14747,13851
12953,11996
12278,12889
14057,11278
12478,13796
13577,14100
12953,14635
12889,11423
10821,12992
14457,13930
12819,15841
10397,15024
12992,14107
14100,13495
14100,14057
11057,14843
10732,12478
11433,10434
11433,10994
12266,12389
11697,15356
12478,12173
12266,12173
14747,13342
14843,11298
12523,15991
13487,13495
14869,11618
11292,14814
11433,11193
13930,15356
11066,11278
14730,13204
14747,14262
14057,15016
12892,10372
11292,11995
15016,15370
14747,13198
14893,13830
14747,12758
11433,13296
11433,14027
13930,15376
12266,14843
11259,11057
13204,13244
13342,14771
14057,10140
14107,12982
14747,15376
10299,13873
12982,14679
12758,14679
11697,10732
11996,11433
10994,11433
10721,10154
14635,11292
11193,10529
10154,10721
12982,14831
14843,11057
11433,11996
10732,11697
11995,11292
12173,14222
10529,11193
15356,15304
14635,11042
10299,10754
11433,10581
14492,10529
11433,14683
10754,14709
15304,15356
11618,10732
14709,10299
11697,14025
14222,12173
10732,11618
14025,11697
11423,11618
15370,13303
12441,13930
14679,12758
11278,14100
12191,14843
10581,11433
10529,14492
10721,15024
13930,13830
11057,15024
13232,14193
14193,13232
13577,12265
11292,12758
11481,11259
11292,13830
11618,10434
13930,12441
11618,10529
11433,14685
15016,14679
14730,12266
12264,11042
14057,14262
11697,15024
10434,11618
13930,14321
10529,11618
12265,13577
15024,10721
15024,11057
11042,12264
11057,14683
14843,12191
14679,15016
11259,11481
12173,12264
11618,12264
13830,13930
14100,12953
15024,11697
14262,14057
11292,11921
12758,11292
13303,15370
13830,11292
14100,14524
14524,14100
12953,14100
15356,14635
14683,11057
13796,12982
11921,11292
12264,12173
13487,13851
14831,12758
14100,11278
14635,15356
11292,13964
13851,13487
12953,10785
13964,11292
11193,14492
10785,12953
12953,14576
12953,14122
14492,11193
14576,12953
11298,14457
14122,12953
11057,13230
14100,10529
12892,14908
11298,11423
12264,11618
11423,11298
14524,13303
10529,14100
14457,11298
13930,14262
13230,11057
13303,15249
13487,14730
14262,13930
15249,13303
14730,13487
13303,11624
11624,13303
13303,14524
11433,14730
14730,11433
13873,13970
13487,11423
11423,13487
14100,15024
14100,10994
15024,14100
10994,14100
11433,10469
10469,11433
13303,14193
14193,13303
12264,11057
11057,12264
13487,10685
10685,13487
14057,15376
15376,14057
14683,13487
11618,10874
10874,11618
14814,11292
12266,14262
12264,10423
14262,12266
14771,15919
12264,14683
13487,10423
11292,13502
10423,12264
15919,14771
13502,11292
11193,11057
11057,11193
11973,15624
12953,12339
11433,10874
10874,11433
12339,12953
13487,12173
13487,12945
10581,11618
12945,13487
12173,13487
10785,11618
10397,12173
11298,12278
10397,10146
13830,14831
14771,13851
10423,11697
14107,13495
14107,15304
11298,13830
13830,14679
13487,13485
15411,12266
13830,12758
13232,14307
10599,13204
10693,11042
10693,11066
10693,14747
11259,13851
13851,13232
13303,15024
13830,14893
10397,10140
12266,11996
14771,13198
11618,13296
13198,11278
13204,13296
10821,13796
11057,12191
15304,14307
12173,14057
12953,11066
14689,14057
14869,13486
14869,12003
14869,14262
14869,13127
14869,13264
14771,10140
14869,12441
12266,15304
13495,11433
12266,12177
13204,12197
14771,15016
14869,14570
12953,11995
13204,10257
11066,13204
14679,10693
13796,10693
14679,11057
14869,12156
12173,14893
12451,13930
12954,14057
14869,14113
11066,13487
14869,10849
12992,12889
14635,11066
12339,10721
12889,11540
12889,12896
13244,15304
13796,10423
12892,12339
14747,13495
15841,14256
10721,10994
12478,14635
12191,12478
14869,14489
13830,13796
14869,10620
15096,11618
14869,11097
14869,10779
14869,11638
14869,11122
13487,10631
13931,12266
11292,10849
13198,13495
10140,13796
15304,10423
14262,13930
14100,14635
10721,14685
14843,15304
11292,12888
11292,14489
11292,14794
14869,15389
11292,10561
14869,15041
14869,14252
11292,14689
11292,11603
11292,10620
13487,12343
13487,12129
11292,14252
11042,13577
11697,11042
13487,10849
14679,10140
14843,10721
11996,11298
11292,14262
13577,12898
11292,11648
13487,13029
11292,12280
13487,12389
11292,10299
15919,13487
10140,12266
13487,14893
11921,12266
13198,10721
13204,10792
10693,12451
15304,14122
13495,15016
14492,11697
13487,12451
12953,13198
11292,13264
13487,12335
11292,11865
12339,11618
10397,15376
10792,11618
11292,12003
10693,14100
12889,10257
15304,12339
11278,15304
14747,14683
12758,14679
14869,12280
11049,12266
13487,10140
13204,10529
14027,12391
14193,12191
11298,14730
12892,14122
14747,10423
14747,10140
12197,14027
13344,13930
11193,15919
13487,10620
10397,10731
15304,10721
13851,13487
13487,11884
11618,10821
11193,12953
12892,13342
14057,14262
15991,10926
12953,13577
14828,12819
10599,12889
14635,12339
12191,10599
12391,14027
12889,13158
14107,13851
11057,10257
11057,10693
15249,13303
11298,13367
14683,11618
11298,14952
13232,11423
10693,10721
15016,13495
13796,11066
11298,11423
11298,12478
11057,14843
11697,14307
11697,10792
11298,13277
11298,11980
11292,12173
14321,13930
14635,11433
10994,12266
12266,11481
12992,13232
13232,11057
10423,15304
10713,12889
12953,10874
15370,12889
13244,13204
11298,15304
10754,11630
13930,13290
14869,12173
11298,10185
12266,11540
13851,12266
14576,13204
14771,13342
12339,11259
12889,13851
15304,10874
11298,13342
14027,11278
14524,11697
13204,10423
11433,11013
11433,11587
14771,14570
11042,11697
11697,10732
12892,11193
14771,11193
14107,11042
14747,15016
10529,14635
11298,11111
11298,13422
13930,10980
11298,11823
14771,13964
14771,14252
12339,12266
11433,12197
10408,11433
14635,15016
14683,13204
14683,14679
13796,10821
13830,14057
11298,12915
11298,11193
11109,14747
14107,15376
11298,11973
13930,10627
15304,13487
11298,13377
10874,15304
11259,11066
14057,11259
13303,13495
13303,15027
11298,10529
11298,14027
11298,13244
12451,10721
11140,11298
10158,10397
13930,11203
14256,12523
11298,11612
13577,11433
12266,13796
13930,10713
13930,14893
15376,13930
11433,12884
13204,15070
11433,13244
13830,12892
11298,13241
11433,12945
11721,12889
13796,13198
14107,15370
11433,14150
13930,11471
11433,13198
11292,13485
11298,15249
14635,10821
14635,11618
11066,12478
11292,12441
14457,14869
14771,14489
11298,14108
13830,14771
11298,14457
10599,11292
14771,14905
14730,11618
10529,15304
14893,10397
14635,13930
11618,10785
10434,11433
11433,12992
13303,11292
13198,14057
13204,10874
13204,14730
10821,11267
13873,10299
10372,11292
12758,14771
13204,11193
10279,12889
10423,13204
13830,14747
12954,12889
11042,12478
11066,11618
11298,12511
12266,14730
10423,11278
14679,13495
12191,13244
12339,14100
10994,11057
10821,12478
12343,13487
10423,14100
11097,14869
12266,15624
14683,13495
11697,10529
12889,10599
11057,12323
12266,12451
12266,10868
12266,13342
12266,14635
10397,15412
11057,10423
10397,13377
12173,13796
13487,11003
14747,11259
11697,15016
15304,10529
12758,14747
10279,11298
12953,10990
12173,14107
14986,13930
11298,10980
14027,10529
12335,13487
12266,11986
11618,10874
11193,14635
12173,14831
13232,14570
13495,13796
12889,11278
12982,14747
14262,12266
12884,13487
12982,14771
12266,14027
11618,11193
11618,14576
11298,10685
10140,13198
12478,14321
13487,14696
10926,10299
10599,11298
11996,11618
13487,14576
13796,10140
13796,13495
14986,12478
13930,10268
11193,12478
12266,11973
14771,11042
10821,11618
14747,11057
13495,10721
12892,13851
15304,11193
14057,10849
13487,14633
14730,13487
15356,11433
14771,11638
13422,13930
11278,11292
13232,10257
13930,11111
15376,14107
14771,15919
15024,10721
13930,15048
12339,13487
13232,14576
15304,10599
14262,14747
14747,11630
12889,10721
12173,14679
12898,13577
12266,14814
14869,11423
10397,11778
15024,12478
13232,13931
12191,15304
15016,11697
13495,13198
14100,14122
14107,13476
13577,11042
12266,11193
12266,11146
12519,11447
13487,13244
13232,13296
11259,12339
14107,13830
13930,11577
14869,11921
14869,13851
13487,10141
14869,15370
13487,12266
13487,13851
11042,11618
13930,10785
12884,11433
10397,14633
10721,11259
12889,12992
14100,11259
13930,14307
13303,11624
12953,15919
14107,14689
13930,11146
10397,11308
12982,12892
14843,13930
13930,10434
13930,12451
13930,13296
12953,14685
10397,11617
13495,14679
14107,11884
13495,14100
12523,14256
12954,12478
11298,12896
14869,13871
14869,11525
13930,10868
12266,15919
12953,13495
12953,10599
13232,12264
10693,10994
10994,10693
12191,14193
14635,10529
14843,10529
14843,11618
11042,14635
13930,11537
13930,12884
11612,11298
13495,13204
11697,14524
11298,11867
12173,12016
15376,14747
13964,14771
15356,10397
10423,13495
11057,11259
14570,13232
14679,12191
13487,15370
12892,11603
12758,12892
11292,11109
11618,10529
10874,11278
14908,12191
11278,14635
12478,12191
13487,14520
11292,13486
11298,11140
10821,13244
13495,10423
11298,14635
10994,10721
13204,12898
13487,10739
14635,13487
13930,14711
12451,13232
14107,14683
11423,11298
12758,13796
12954,14893
14457,11298
14057,14689
13930,14006
14252,14771
15024,10397
11618,10431
11003,13487
11057,14576
12982,14831
14843,15027
14683,11433
11292,11775
11267,11618
13241,14109
13495,14683
14122,11259
14685,10721
11618,14492
12389,12266
13232,12451
11267,13204
12889,10529
14122,12191
11057,15016
10397,10135
10140,13487
10792,14107
14843,14100
11057,14683
14262,14057
13303,11953
14771,14487
14633,10397
13930,12898
10397,15607
10397,10990
13930,14685
10397,15356
13204,14576
14831,13232
14986,10721
12953,14986
11697,10158
10397,13485
15016,12266
12478,11193
12478,11042
11447,11292
13577,13930
12478,10693
15304,14683
13930,12217
10990,12953
11905,11298
14869,11865
10397,10685
10397,10158
10140,14057
15016,14635
11618,14307
12478,11278
11298,14843
14107,11697
13796,12266
11292,14543
14771,13476
10874,11618
10397,11003
10627,13930
13303,11433
13204,11267
14635,12478
11624,13303
13871,14747
12173,12889
11292,14783
11433,10257
12173,12478
13204,14683
14730,15304
11423,12889
11697,10423
12191,11057
14730,11298
14869,11648
14771,12339
10732,11697
14256,15841
11433,11003
11884,12889
11298,14588
10980,13930
13303,13487
11433,10577
10299,10926
11433,14492
13871,11433
12992,11433
14831,11259
10299,10170
12478,11066
13930,13796
10397,12007
11433,13184
14100,12339
10423,12954
14057,11638
14109,11298
10529,11618
11292,11697
15070,13204
11697,13487
14869,11109
13495,13487
12896,12889
14679,10713
12266,11423
12266,12217
14027,11433
15027,14843
11433,11977
14107,10792
15027,13303
11433,15356
12992,10821
14683,15304
14100,14492
12173,13930
14771,13204
12266,10185
14633,13487
14843,12266
12451,13487
14635,11193
10423,12206
15304,13244
13232,14908
12478,10821
13487,10408
11298,13485
13198,10140
10423,12896
13487,13076
13851,14747
14100,14869
14683,14771
11618,14869
13198,15304
11066,11259
13495,14107
11057,14524
14635,12953
11278,10874
10721,11193
11995,11292
12191,11481
13244,11259
13851,10821
11057,15096
11298,13158
14689,14107
12197,11433
11003,11433
12892,10713
14679,15376
12889,12278
13198,14747
15841,12819
10529,14027
14730,12266
15919,11193
10140,14747
13296,13930
10849,14057
10868,12266
12819,14828
14843,11057
12173,14222
13487,10821
15016,14057
14843,10821
12339,14635
14893,12954
11603,12892
11146,12266
12191,12339
14027,13930
14685,11433
13933,13204
11618,13485
10926,15991
14576,13487
10423,13796
10821,13851
11865,14869
12264,13495
11618,14524
13232,15370
14107,10299
10721,14831
14107,14698
10431,11618
12339,14492
11259,14492
11278,14057
13303,14524
13485,14869
12898,13204
14685,11618
12892,12402
11618,10257
11259,11433
13830,11298
11298,14262
10721,14057
10170,10299
12264,10423
11618,15096
10821,11996
11259,14869
15370,15016
12217,13930
14869,10693
13851,12892
13487,14524
11292,10529
11292,14730
11697,14492
13495,12953
14635,11042
13487,10693
14747,13830
10408,13487
14869,13495
11292,12451
13244,10821
13930,14570
14683,11057
10721,12954
12264,14893
12478,10800
10333,11433
12264,14492
12173,10397
10529,11292
13487,12003
11292,14122
14307,11618
15304,12197
13487,10299
11697,14771
12173,11298
13204,14679
14635,11278
12264,14057
11423,14869
12264,14107
15370,14869
11618,11986
11259,13871
11278,10423
10299,10754
10158,14635
13871,14869
13930,11995
13495,14771
11292,10874
13930,14831
14492,14747
12266,14262
13487,13486
13487,12156
14492,14107
14730,12889
11057,14321
11259,10994
11278,12478
13158,11298
14843,11278
13184,11433
15919,11618
14027,12266
15356,14492
15304,15016
11057,14057
12898,13930
12266,10713
11057,14893
15304,14747
13930,13459
11986,12266
12478,14683
10994,12191
14100,12451
11618,14057
14679,13198
11259,14893
14683,14747
15991,12523
10423,10721
12478,14831
11298,11067
11298,11637
11298,10627
11298,13931
12954,14747
15304,10257
13232,14831
11697,14747
13933,11697
15356,11057
10423,14747
11278,10994
12945,12266
13485,11298
12478,14057
11259,14057
11292,12156
12889,15370
15016,14747
13495,14747
14986,12953
11292,13502
10257,11618
13495,11697
11298,11638
13204,14747
13970,13873
11042,10529
10754,10299
14908,10423
14685,12478
13796,11298
14193,11298
14635,13232
10397,10785
12266,14108
13930,13422
13485,11618
13204,14524
13487,10257
11697,12391
15016,11986
12266,13931
13487,14492
13487,15096
11996,10821
12266,14122
12173,12266
10397,11982
13487,11823
14492,11042
13487,13184
10397,11109
15304,11066
11618,14683
10397,11977
13487,14122
11618,15412
13487,11042
12953,13871
13204,11721
10693,14122
12451,12191
13232,14893
13487,14252
13232,15376
11697,14122
12478,14570
14492,12264
11433,12451
13303,14679
11057,13230
12173,11292
10397,10408
11433,14321
11057,13244
14635,14122
13303,14683
11697,15070
14492,10529
10397,11775
13303,14747
13303,10529
13487,11267
10397,14831
11278,11066
12191,10994
12191,11697
12191,11996
15304,12391
13303,10423
14869,11603
11193,10693
10299,13930
11433,14057
11618,13851
11618,14696
11618,11423
12191,12451
15304,10792
13303,15016
11057,11995
12478,10140
11193,13342
11433,13931
11433,13851
14869,14683
11193,10721
11433,13367
11697,13577
14869,15016
11433,14108
14492,15356
11259,13342
10754,14709
11292,11423
12173,11618
13204,13931
11433,12264
11433,14122
11433,10792
10397,10434
12819,12523
11433,15380
10397,13296
11618,10732
12173,14869
14100,10529
12892,14262
14635,10158
11057,15356
10397,13029
12129,12343
13830,14107
12402,12892
14520,12335
13577,10158
13303,13198
12954,10721
13303,10599
14747,10849
14831,10721
10800,12478
15016,10423
13204,14254
14709,10299
13232,11996
12889,12898
14679,13303
14057,11057
12982,14107
14057,11618
13577,10721
12523,14828
13796,12478
14771,14122
11697,14025
12758,14107
14893,12478
14831,12478
14831,10397
14747,13303
10299,11630
14771,10821
10299,12892
14222,12173
14057,11433
10299,14107
14893,11057
12892,10299
10299,11292
14570,12478
11292,14635
12478,14254
10140,12478
10732,13204
14025,11697
13198,13303
11423,11618
15370,13303
14524,13303
11193,11433
11697,14107
14831,12982
10529,11042
10529,14100
13367,13487
15356,15497
13342,12892
14635,11292
15919,14771
13930,14262
11278,14100
13502,11292
12264,14843
13930,14321
12264,15024
11618,15024
12191,14843
10721,15024
10529,14492
14321,11433
13230,11057
14107,12992
14107,14492
14107,14730
14814,11292
13204,15096
13930,13830
13796,12758
10721,13495
13487,11697
14100,15024
11057,15024
13232,14193
11267,11433
12954,10423
11292,10599
15304,13296
14679,13204
14679,12982
15497,15356
11292,11995
12191,14122
14107,12758
10693,12478
12889,14730
11638,14057
14635,12197
11298,10279
13577,10821
11259,14122
14193,13232
14730,11292
13303,10693
10693,13796
12191,14492
13577,12265
12953,10581
11292,12758
14492,12889
11481,11259
13487,12173
11292,13830
11697,12898
13198,11618
11433,14730
12953,10994
11433,14685
15016,14679
10721,14986
12892,15304
10693,13303
11697,15024
15024,12264
10581,12953
15024,11618
12265,13577
11259,14831
10299,12173
15024,11057
15024,14100
13198,13796
14843,12191
14843,12264
12898,11697
11292,11413
12892,13244
11259,11481
12889,11721
14771,14683
10821,11721
14100,12953
15024,11697
12173,12264
13830,13930
12264,14683
14679,15016
14100,11278
12173,13487
11433,10581
12892,11884
12758,11292
13303,15370
14057,10713
14747,10666
13830,11292
12173,10299
12892,14492
CAK,EWR
BDL,PHL
XNA,SFO
SEA,RDU
PHL,CHS
SEA,PSC
CHS,PHL
PSC,SEA
EWR,CAK
SFO,XNA
RDU,SEA
PDX,BOI
PHL,BDL
PLN,CIU
SGF,CLT
CLT,SGF
MSP,HNL
HNL,MSP
TUS,HOU
HOU,TUS
CHS,ABE
CAK,LAS
LAS,CAK
SEA,CHS
CHS,SEA
GSO,CRW
FLL,CHS
CHS,FLL
LBB,AMA
MCI,SNA
SNA,STL
STL,SNA
SNA,MCI
MIA,PBI
HOU,LBB
LBB,HOU
IAH,BDL
BDL,IAH
DTW,CRW
CRW,DTW
TPA,SLC
SLC,TPA
RDU,IND
MEM,AUS
AUS,MEM
CWA,ATW
CLE,SCE
STL,PIA
EUG,BOI
BOI,EUG
SWF,PBI
GCC,RAP
TPA,SFO
OAK,FLL
LGA,DSM
BIL,SEA
MSO,SEA
LGA,MTJ
EGE,SLC
MTJ,LGA
DTW,MQT
MQT,DTW
SEA,BIL
SEA,MSO
GRK,MEI
CRP,ATL
SWF,RSW
ORD,GJT
ATL,GJT
MSN,SAN
MIA,GSP
OKC,FLL
GSP,MIA
MIA,OKC
LRD,HRL
OKC,MIA
CID,LAX
